,result
93,1
92,1
91,1
90,1
89,1
88,1
87,0
86,1
85,0
84,1
83,0
82,1
81,1
80,0
79,1
78,1
77,0
76,1
75,0
74,1
73,1
72,1
71,0
69,0
68,0
67,1
66,1
65,1
64,0
63,0
62,0
61,1
60,1
59,0
58,1
57,0
56,0
55,0
54,1
53,1
52,0
51,1
50,1
49,1
48,1
47,0
46,0
45,0
44,0
43,1
42,0
41,1
40,0
39,1
38,1
37,1
36,1
35,0
34,0
33,1
32,1
31,1
30,0
29,0
28,1
27,1
26,0
25,0
23,0
22,1
21,1
20,1
19,0
18,0
17,1
16,1
15,1
14,1
13,1
12,1
11,1
10,0
9,0
8,1
7,1
6,0
5,1
4,1
3,1
2,1
1,0
0,0
